datetime,ticker,headline,event_day,next_day,price_now,price_next,future_return,label
2020-05-21,AAOI,"Applied Optoelectronics to Virtually Participate in Cowen Technology, Media & Telecom Conference",2020-05-21,2020-05-22,8.65999984741211,8.609999656677246,-0.0057736941819698726,0
2020-04-30,AAOI,Analysts Estimate Applied Optoelectronics (AAOI) to Report a Decline in Earnings: What to Look Out for,2020-04-30,2020-05-01,10.720000267028809,10.109999656677246,-0.056903040592986134,-1
2020-04-30,AAOI,Analysts Estimate Applied Optoelectronics (AAOI) to Report a Decline in Earnings: What to Look Out for,2020-04-30,2020-05-01,10.720000267028809,10.109999656677246,-0.056903040592986134,-1
2020-04-23,AAOI,Applied Optoelectronics to Announce First Quarter —…—… Financial Results,2020-04-23,2020-04-24,8.760000228881836,9.09000015258789,0.037671223183081734,1
2020-04-07,AAOI,"Timing the Market, Is it Possible? - April 07, 2020",2020-04-07,2020-04-08,7.940000057220459,8.010000228881836,0.008816142463087309,0
2020-03-30,AAOI,Applied Optoelectronics Announces Narrow Linewidth Laser for automotive LIDAR,2020-03-30,2020-03-31,7.599999904632568,7.590000152587891,-0.001315756864494485,0
2020-03-24,AAOI,Are Options Traders Betting on a Big Move in Applied Optoelectronics (AAOI) Stock?,2020-03-24,2020-03-25,7.699999809265137,7.449999809265137,-0.03246753327177799,-1
2020-03-16,AAOI,Applied Optoelectronics Announces the –.8 GHz Cable Plant Signal Generator,2020-03-16,2020-03-17,5.639999866485596,5.960000038146973,0.05673762043203308,1
2020-03-09,AAOI,Applied Optoelectronics to Host Virtual OFC Investor Tech Talk,2020-03-09,2020-03-10,7.71999979019165,8.119999885559082,0.05181348526403283,1
2020-03-03,AAOI,Applied Optoelectronics Announces Withdrawal from OFC —…—…,2020-03-03,2020-03-04,9.399999618530273,9.380000114440918,-0.0021276069043588398,0
2020-02-27,AAOI,"Applied Optoelectronics (AAOI) Reports Q4 Loss, Tops Revenue Estimates",2020-02-27,2020-02-28,9.5600004196167,8.930000305175781,-0.06589959066823738,-1
2020-02-21,AAOI,What's in Store for Booking Holdings' (BKNG) Q4 Earnings?,2020-02-21,2020-02-24,11.279999732971191,10.585000038146973,-0.061613449581275244,-1
2020-02-20,AAOI,Factors Setting the Tone for Keysight's (KEYS) Q1 Earnings,2020-02-20,2020-02-21,11.819999694824219,11.279999732971191,-0.04568527714002263,-1
2020-02-20,AAOI,Factors Setting the Tone for Keysight's (KEYS) Q1 Earnings,2020-02-20,2020-02-21,11.819999694824219,11.279999732971191,-0.04568527714002263,-1
2020-02-20,AAOI,salesforce (CRM) to Post Q4 Earnings: What's in the Cards?,2020-02-20,2020-02-21,11.819999694824219,11.279999732971191,-0.04568527714002263,-1
2020-02-20,AAOI,"How to Time the Markets Like an Investing Pro - February 20, 2020",2020-02-20,2020-02-21,11.819999694824219,11.279999732971191,-0.04568527714002263,-1
2020-02-19,AAOI,What's in Store for Adesto (IOTS) This Earnings Season?,2020-02-19,2020-02-20,12.079999923706055,11.819999694824219,-0.021523197891053444,-1
2020-02-19,AAOI,Intuit (INTU) to Report Q2 Earnings: What Lies in Store?,2020-02-19,2020-02-20,12.079999923706055,11.819999694824219,-0.021523197891053444,-1
2020-02-18,AAOI,What's in Store for Universal Electronics (UEIC) Q4 Earnings?,2020-02-18,2020-02-19,11.75,12.079999923706055,0.028085099889876994,1
2020-02-18,AAOI,Vipshop (VIPS) to Report Q4 Earnings: What's in the Offing?,2020-02-18,2020-02-19,11.75,12.079999923706055,0.028085099889876994,1
2020-02-17,AAOI,Garmin (GRMN) to Report Q4 Earnings: What's in the Offing?,2020-02-18,2020-02-19,11.75,12.079999923706055,0.028085099889876994,1
2020-02-17,AAOI,Analog Devices (ADI) to Report Q1 Earnings: What's in Store?,2020-02-18,2020-02-19,11.75,12.079999923706055,0.028085099889876994,1
2020-02-14,AAOI,Synopsys (SNPS) to Report Q1 Earnings: What's in the Offing?,2020-02-14,2020-02-18,11.899999618530273,11.75,-0.012605010364596915,0
2020-02-12,AAOI,Agilent (A) Gears Up for Q1 Earnings: What's in the Cards?,2020-02-12,2020-02-13,12.460000038146973,12.75,0.023274475197847238,1
2020-02-10,AAOI,Alibaba (BABA) Gears Up for Q3 Earnings: What's in Store?,2020-02-10,2020-02-11,11.300000190734863,11.510000228881836,0.018584073858614325,1
2020-02-10,AAOI,Applied Optoelectronics Announces Availability of —5G Cooled LWDM Lasers,2020-02-10,2020-02-11,11.300000190734863,11.510000228881836,0.018584073858614325,1
2020-02-07,AAOI,Lattice (LSCC) to Report Q4 Earnings: What's in the Cards?,2020-02-07,2020-02-10,11.270000457763672,11.300000190734863,0.0026619105370599347,0
2020-02-04,AAOI,What's in Store for Mettler-Toledo's (MTD) Q4 Earnings?,2020-02-04,2020-02-05,12.399999618530273,12.130000114440918,-0.02177415422544646,-1
2020-01-31,AAOI,AMETEK (AME) to Report Q4 Earnings: What's in the Offing?,2020-01-31,2020-02-03,11.300000190734863,11.619999885559082,0.028318556586095816,1
2020-01-30,AAOI,Inphi (IPHI) Gears Up for Q4 Earnings: What's in the Cards?,2020-01-30,2020-01-31,11.649999618530273,11.300000190734863,-0.030042870322391047,-1
2020-05-15,AAON,AAON Announces Increase in Cash Dividend and Charitable Donation in Recognition of Founder ...,2020-05-15,2020-05-18,31.833332061767578,34.04666519165039,0.06952879219769352,1
2020-05-07,AAON,AAON Announces Executive Leadership Transitions,2020-05-07,2020-05-08,32.38666534423828,32.62666702270508,0.007410509106628174,0
2020-05-06,AAON,Stock Upgrades: AAON Shows Rising Relative Strength,2020-05-06,2020-05-07,31.280000686645508,32.38666534423828,0.03537930413362318,1
2020-05-06,AAON,A Trio of High-Quality Stocks for the Value Investor,2020-05-06,2020-05-07,31.280000686645508,32.38666534423828,0.03537930413362318,1
2020-05-06,AAON,"When Does Market Timing Actually Work? - May 06, 2020",2020-05-06,2020-05-07,31.280000686645508,32.38666534423828,0.03537930413362318,1
2020-05-06,AAON,"Construction Stock Q1 Earnings Due on May 7: OTIS, AAON & More",2020-05-06,2020-05-07,31.280000686645508,32.38666534423828,0.03537930413362318,1
2020-04-24,AAON,Stocks With Rising Relative Strength: AAON,2020-04-24,2020-04-27,31.780000686645508,32.03333282470703,0.007971432743485682,0
2020-04-23,AAON,3 Momentum Anomaly Stocks in Focus Amid Coronavirus Turmoil,2020-04-23,2020-04-24,31.979999542236328,31.780000686645508,-0.006253872997298817,0
2020-04-17,AAON,"Arabesque Asset Management Ltd Buys Vertex Pharmaceuticals Inc, Adobe Inc, AAON Inc, Sells ...",2020-04-17,2020-04-20,31.899999618530273,30.920000076293945,-0.030720989152208635,-1
2020-04-08,AAON,"The Truth About Market Timing - April 08, 2020",2020-04-08,2020-04-09,32.70000076293945,31.940000534057617,-0.023241596671250912,-1
2020-04-03,AAON,AAON Manufacturing HVAC Equipment for Temporary Hospitals and Critical Infrastructure,2020-04-03,2020-04-06,29.940000534057617,32.1533317565918,0.07392555721622153,1
2020-04-03,AAON,"AAON Announces Promotions and Retirement of Mikel Crews, Vice President, Operations",2020-04-03,2020-04-06,29.940000534057617,32.1533317565918,0.07392555721622153,1
2020-04-02,AAON,Watsco Boosts Investors' Sentiments With 11% Dividend Hike,2020-04-02,2020-04-03,32.106666564941406,29.940000534057617,-0.06748336911592252,-1
2020-03-24,AAON,Stocks To Watch: AAON Sees RS Rating Rise To 93,2020-03-24,2020-03-25,30.32666778564453,28.5,-0.060233052920809355,-1
2020-03-19,AAON,"Yes, You Can Time the Market. Find out How - March 19, 2020",2020-03-19,2020-03-20,32.779998779296875,30.260000228881836,-0.0768761026314197,-1
2020-03-18,AAON,Air Conditioner & Heating Stocks Strong Despite Coronavirus,2020-03-18,2020-03-19,31.573333740234375,32.779998779296875,0.03821785336291012,1
2020-03-17,AAON,Is AAON (AAON) Outperforming Other Construction Stocks This Year?,2020-03-17,2020-03-18,31.926666259765625,31.573333740234375,-0.011067003258543281,0
